"","Kennziffer","Kreis","ZX_1","ZX_2","ZX_3","ZX_4","ZX_5","ZX_6","ZX_7","ZX_8","DI","SMR"
"28","404","Osnabrück, Stadt",0.86898125906445,-2.21762059876545,0.895237996134722,-0.249326932665526,0.494688886290237,-0.76931304625107,0.25020002036762,-0.0770859191435088,-0.804238334968525,10.3422682419361
"29","401","Delmenhorst, Stadt",2.3024489963891,0.888857376104572,1.7230265542045,1.14588407629142,1.64781195150389,2.27669799981916,2.46087143320481,0.793042189749769,13.2386405772672,10.3197843165078
"30","254","Hildesheim",0.28575664044707,-0.396581785910609,0.205414197743241,-0.0647054380965539,0.298412619870892,0.226498257271889,0.147378094189146,-0.346609348666856,0.355563236848219,10.1214574898785
"31","154","Helmstedt",0.630069969510343,0.117593878895463,-1.03626863936142,0.354649099567254,-1.08369942283199,0.577961070279991,0.301610983456857,-0.612805328443003,-0.750888388926514,9.81247274313127
"32","451","Ammerland",-0.943933820493189,0.224713809063395,-0.48440960064824,0.212226803756904,-0.543939690178796,-0.300695962240266,-1.13789598304178,0.278951203807086,-2.69498323997488,9.72628609870559
"33","356","Osterholz",-1.23905953111885,-0.118069967473987,-0.760339120004831,0.742354238162095,-0.740215956598141,-1.41366153676593,-1.03507405686331,-1.03871889608484,-5.60278482674778,9.72547632730648
"34","252","Hameln-Pyrmont",0.531694732635122,0.288985767164154,-0.311953651050369,-0.362737279329323,-0.143208979572634,-0.593581639747019,1.17559735597389,-0.0987143425003209,0.486081963573497,9.44057830285375
"35","101","Braunschweig, Stadt",-0.0304494780804252,-3.56733171888139,-0.346444840969944,-1.40452999868281,-0.478514268039014,0.167921121770538,-0.469553462881698,-1.68424414704199,-7.81314679280673,9.27333352148793
"36","256","Nienburg (Weser)",-0.262333965000588,0.824585418003813,-0.65686555024611,0.225414053368974,0.257521731033529,-0.00781028473351358,0.198789057278383,0.513536410984815,1.0928368706893,8.23248538733844
"37","353","Harburg",-1.02122864946658,-0.460853744011368,-1.03626863936142,0.410035547937946,-2.62937502088433,-1.29650726576322,-1.34353983539873,-2.49281443561203,-9.87055204255975,7.1567446354235
"38","102","Salzgitter, Stadt",2.49217266750559,0.78173744593664,0.377870147341111,-2.25642632362249,1.32068484080498,1.2808866962962,1.38124120833083,0.345500198751123,5.72366688134398,6.69548915330757
"39","456","Grafschaft Bentheim",-1.25311313638674,0.738889473869467,0.205414197743241,0.686967789791404,0.829994174756618,-0.0663874202348639,-0.932252130684832,1.12578716446995,1.33530011332425,5.88845788648525
"40","460","Vechta",-0.957987425761078,0.524649613533604,-2.0020219571095,0.196402104222421,-0.92013586748254,1.6323495093043,-1.24071790922025,0.187446335759036,-2.58001559675401,5.69232958588302
"41","158","Wolfenbüttel",-0.318548386072143,-0.760789548481577,-0.0360241316937781,0.330912050265529,-0.462157912504069,-0.300695962240266,-0.726608278327884,-1.1585070869841,-3.43241925603829,4.98185773474929
"42","255","Holzminden",0.377105074688346,0.503225627500017,0.515834907019407,-0.222952433441387,0.159383597823856,-0.476427368744318,0.867131577438464,0.754776517656947,2.47807749994133,4.21679973012482
"43","453","Cloppenburg",-0.712049333573026,1.06024926437326,-0.346444840969944,0.77927853707589,0.486510708522764,0.109343986269188,-0.675197315238647,1.79127711391032,2.4929681203698,4.16852761649546
"44","462","Wittmund",0.103059771964517,1.14594520850761,0.550326096938982,0.932250632575895,0.224809019963638,-0.124964555736215,-0.00685479507856509,1.62823207629743,4.45280345543329,1.7627046940826
"45","402","Emden, Stadt",1.53652750928916,0.0747459068282904,1.24014989533046,-1.03528700954486,1.94222635113291,1.57377237380295,1.68970698686626,0.816334337980181,7.83817635168534,0
